category	subcategory	disease	term
Y82	Y821	OTROS DISPOSITIVOS MÉDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS TERAPÉUTICOS (NO QUIRÚRGICOS) Y DE REHABILITACIÓN	Canonical
Y82	Y822	OTROS DISPOSITIVOS MÉDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS PROTÉSICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS	Canonical
Y82	Y823	OTROS DISPOSITIVOS MÉDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS, INSTRUMENTOS QUIRÚRGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)	Canonical
Y82	Y828	OTROS DISPOSITIVOS MÉDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE	Canonical
Y83	Y83	CIRUGÍA Y OTROS PROCEDIMIENTOS QUIRÚRGICOS COMO LA CAUSA DE REACCIÓN ANORMAL DEL PACIENTE O DE COMPLICACIÓN POSTERIOR, SIN MENCIÓN DE INCIDENTE EN EL MOMENTO DE EFECTUAR EL PROCEDIMIENTO	Canonical
Y83	Y830	OPERACIÓN QUIRÚRGICA CON TRASPLANTE DE UN ÓRGANO COMPLETO	Canonical
Y83	Y831	OPERACIÓN QUIRÚRGICA CON IMPLANTE DE UN DISPOSITIVO ARTIFICIAL INTERNO	Canonical
Y83	Y832	OPERACIÓN QUIRÚRGICA CON ANASTOMOSIS, DERIVACIÓN O INJERTO	Canonical
Y83	Y833	OPERACIÓN QUIRÚRGICA CON FORMACIÓN DE ESTOMA EXTERNO	Canonical
Y83	Y834	OTRA CIRUGÍA RECONSTRUCTIVA	Canonical
Y83	Y835	AMPUTACIÓN DE MIEMBRO(S)	Canonical
Y83	Y836	REMOCIÓN DE OTRO ÓRGANO (PARCIAL) (TOTAL)	Canonical
Y83	Y838	OTROS PROCEDIMIENTOS QUIRÚRGICOS	Canonical
Y83	Y839	PROCEDIMIENTO QUIRÚRGICO NO ESPECIFICADO	Canonical
Y84	Y84	OTROS PROCEDIMIENTOS MÉDICOS COMO LA CAUSA DE REACCIÓN ANORMAL DEL PACIENTE O DE COMPLICACIÓN POSTERIOR, SIN MENCIÓN DE INCIDENTE EN EL MOMENTO DE EFECTUAR EL PROCEDIMIENTO	Canonical
Y84	Y840	CATETERIZACIÓN CARDÍACA	Canonical
Y84	Y841	DIÁLISIS RENAL	Canonical
Y84	Y842	PROCEDIMIENTO RADIOLÓGICO Y RADIOTERAPIA	Canonical
Y84	Y843	TERAPIA POR CHOQUE	Canonical
Y84	Y844	ASPIRACIÓN DE LÍQUIDOS	Canonical
Y84	Y845	INSERCIÓN DE SONDA GÁSTRICA O DUODENAL	Canonical
Y84	Y846	CATETERIZACIÓN URINARIA	Canonical
Y84	Y847	MUESTRA DE SANGRE	Canonical
Y84	Y848	OTROS PROCEDIMIENTOS MÉDICOS	Canonical
Y84	Y849	PROCEDIMIENTO MÉDICO NO ESPECIFICADO	Canonical
Y85	Y85	SECUELAS DE ACCIDENTES DE TRANSPORTE	Canonical
Y85	Y850	SECUELAS DE ACCIDENTE DE VEHÍCULO DE MOTOR	Canonical
Y85	Y859	SECUELAS DE OTROS ACCIDENTES DE TRANSPORTE, Y LOS NO ESPECIFICADOS	Canonical
Y86	Y86X	SECUELAS DE OTROS ACCIDENTES	Canonical
Y87	Y87	SECUELAS DE LESIONES AUTOINFLIGIDAS INTENCIONALMENTE, AGRESIONES Y EVENTOS DE INTENCIÓN NO DETERMINADA	Canonical
Y87	Y870	SECUELAS DE LESIONES AUTOINFLIGIDAS	Canonical
Y87	Y871	SECUELAS DE AGRESIONES	Canonical
Y87	Y872	SECUELAS DE EVENTOS DE INTENCIÓN NO DETERMINADA	Canonical
Y88	Y88	SECUELAS CON ATENCIÓN MÉDICA Y QUIRÚRGICA COMO CAUSA EXTERNA	Canonical
Y88	Y880	SECUELAS DE EFECTOS ADVERSOS CAUSADOS POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS EN SU USO TERAPÉUTICO	Canonical
Y88	Y881	SECUELAS DE INCIDENTES OCURRIDOS AL PACIENTE DURANTE PROCEDIMIENTOS MÉDICOS Y QUIRÚRGICOS	Canonical
Y88	Y882	SECUELAS DE INCIDENTES ADVERSOS ASOCIADOS CON DISPOSITIVOS MÉDICOS EN USO DIAGNÓSTICO Y TERAPÉUTICO	Canonical
Y88	Y883	SECUELAS DE PROCEDIMIENTOS MÉDICOS Y QUIRÚRGICOS COMO LA CAUSA DE REACCIÓN ANORMAL DEL PACIENTE O DE COMPLICACIÓN POSTERIOR, SIN MENCIÓN DE INCIDENTE EN EL MOMENTO DE EFECTUAR EL PROCEDIMIENTO	Canonical
Y89	Y89	SECUELAS DE OTRAS CAUSAS EXTERNAS	Canonical
Y89	Y890	SECUELAS DE INTERVENCIÓN LEGAL	Canonical
Y89	Y891	SECUELAS DE OPERACIONES DE GUERRA	Canonical
Y89	Y899	SECUELAS DE CAUSA EXTERNA NO ESPECIFICADA	Canonical
Y90	Y90	EVIDENCIA DE ALCOHOLISMO DETERMINADA POR EL NIVEL DE ALCOHOL EN LA SANGRE	Canonical
Y90	Y900	NIVEL DE ALCOHOL EN LA SANGRE MENOR DE 20 MG/100 ML	Canonical
Y90	Y901	NIVEL DE ALCOHOL EN LA SANGRE DE 20 A 39 MG/100 ML	Canonical
Y90	Y902	NIVEL DE ALCOHOL EN LA SANGRE DE 40 A 59 MG/100 ML	Canonical
Y90	Y903	NIVEL DE ALCOHOL EN LA SANGRE DE 60 A 79 MG/100 ML	Canonical
Y90	Y904	NIVEL DE ALCOHOL EN LA SANGRE DE 80 A 99 MG/100 ML	Canonical
Y90	Y905	NIVEL DE ALCOHOL EN LA SANGRE DE 100 A 119 MG/100 ML	Canonical
Y90	Y906	NIVEL DE ALCOHOL EN LA SANGRE DE 120 A 199 MG/100 ML	Canonical
Y90	Y907	NIVEL DE ALCOHOL EN LA SANGRE DE 200 A 239 MG/100 ML	Canonical
Y90	Y908	NIVEL DE ALCOHOL EN LA SANGRE DE 240 MG/100 ML O MÁS	Canonical
Y90	Y909	PRESENCIA DE ALCOHOL EN LA SANGRE, NIVEL NO ESPECIFICADO	Canonical
Y91	Y91	EVIDENCIA DE ALCOHOLISMO DETERMINADA POR EL NIVEL DE INTOXICACIÓN	Canonical
Y91	Y910	INTOXICACIÓN ALCOHÓLICA LEVE	Canonical
Y91	Y911	INTOXICACIÓN ALCOHÓLICA MODERADA	Canonical
Y91	Y912	INTOXICACIÓN ALCOHÓLICA SEVERA	Canonical
Y91	Y913	INTOXICACIÓN ALCOHÓLICA MUY SEVERA	Canonical
Y91	Y919	ALCOHOLISMO, NIVEL DE INTOXICACIÓN NO ESPECIFICADO	Canonical
Y95	Y95X	AFECCIÓN NOSOCOMIAL	Canonical
Y96	Y96X	AFECCIÓN RELACIONADA CON EL TRABAJO	Canonical
Y97	Y97X	AFECCIÓN RELACIONADA CON LA CONTAMINACIÓN AMBIENTAL	Canonical
Y98	Y98X	AFECCIÓN RELACIONADA CON EL ESTILO DE VIDA	Canonical
Z00	Z00	EXAMEN GENERAL E INVESTIGACIÓN DE PERSONAS SIN QUEJAS O SIN DIAGNÓSTICO INFORMADO	Canonical
Z00	Z000	EXAMEN MÉDICO GENERAL	Canonical
Z00	Z001	CONTROL DE SALUD DE RUTINA DEL NIÑO	Canonical
Z00	Z002	EXAMEN DURANTE EL PERÍODO DE CRECIMIENTO RÁPIDO EN LA INFANCIA	Canonical
Z00	Z003	EXAMEN DEL ESTADO DE DESARROLLO DEL ADOLESCENTE	Canonical
Z00	Z004	EXAMEN PSIQUIÁTRICO GENERAL, NO CLASIFICADO EN OTRA PARTE	Canonical
Z00	Z005	EXAMEN DE DONANTE POTENCIAL DE ÓRGANO O TEJIDO	Canonical
Z00	Z006	EXAMEN PARA COMPARACIÓN Y CONTROL NORMALES EN PROGRAMA DE INVESTIGACIÓN CLÍNICA	Canonical
Z00	Z008	OTROS EXÁMENES GENERALES	Canonical
Z01	Z01	OTROS EXÁMENES ESPECIALES E INVESTIGACIONES EN PERSONAS SIN QUEJAS O SIN DIAGNÓSTICO INFORMADO	Canonical
Z01	Z010	EXAMEN DE OJOS Y DE LA VISIÓN	Canonical
Z01	Z011	EXAMEN DE OÍDOS Y DE LA AUDICIÓN	Canonical
Z01	Z012	EXAMEN ODONTOLÓGICO	Canonical
Z01	Z013	EXAMEN DE LA PRESIÓN SANGUÍNEA	Canonical
Z01	Z014	EXAMEN GINECOLÓGICO (GENERAL) (DE RUTINA)	Canonical
Z01	Z015	PRUEBAS DE SENSIBILIZACIÓN Y DIAGNÓSTICO CUTÁNEO	Canonical
Z01	Z016	EXAMEN RADIOLÓGICO, NO CLASIFICADO EN OTRA PARTE	Canonical
Z01	Z017	EXAMEN DE LABORATORIO	Canonical
Z01	Z018	OTROS EXÁMENES ESPECIALES ESPECIFICADOS	Canonical
Z01	Z019	EXAMEN ESPECIAL NO ESPECIFICADO	Canonical
Z02	Z02	EXÁMENES Y CONTACTOS PARA FINES ADMINISTRATIVOS	Canonical
Z02	Z020	EXAMEN PARA ADMISIÓN A INSTITUCIONES EDUCATIVAS	Canonical
Z02	Z021	EXAMEN PREEMPLEO	Canonical
Z02	Z022	EXAMEN PARA ADMISIÓN A INSTITUCIONES RESIDENCIALES	Canonical
Z02	Z023	EXAMEN PARA RECLUTAMIENTO EN LAS FUERZAS ARMADAS	Canonical
Z02	Z024	EXAMEN PARA OBTENCIÓN DE LICENCIA DE CONDUCIR	Canonical
Z02	Z025	EXAMEN PARA PARTICIPACIÓN EN COMPETENCIAS DEPORTIVAS	Canonical
Z02	Z026	EXAMEN PARA FINES DE SEGUROS	Canonical
Z02	Z027	EXTENSIÓN DE CERTIFICADO MÉDICO	Canonical
Z02	Z028	OTROS EXÁMENES PARA FINES ADMINISTRATIVOS	Canonical
Z02	Z029	EXAMEN PARA FINES ADMINISTRATIVOS, NO ESPECIFICADO	Canonical
Z03	Z03	OBSERVACIÓN Y EVALUACIÓN MÉDICAS POR SOSPECHA DE ENFERMEDADES Y AFECCIONES, DESCARTADAS	Canonical
Z03	Z030	OBSERVACIÓN POR SOSPECHA DE TUBERCULOSIS	Canonical
Z03	Z031	OBSERVACIÓN POR SOSPECHA DE TUMOR MALIGNO	Canonical
Z03	Z032	OBSERVACIÓN POR SOSPECHA DE TRASTORNO MENTAL Y DEL COMPORTAMIENTO	Canonical
Z03	Z033	OBSERVACIÓN POR SOSPECHA DE TRASTORNO DEL SISTEMA NERVIOSO	Canonical
Z03	Z034	OBSERVACIÓN POR SOSPECHA DE INFARTO DE MIOCARDIO	Canonical
Z03	Z035	OBSERVACIÓN POR SOSPECHA DE OTRAS ENFERMEDADES CARDIOVASCULARES	Canonical
Z03	Z036	OBSERVACIÓN POR SOSPECHA DE EFECTOS TÓXICOS DE SUSTANCIAS INGERIDAS	Canonical
Z03	Z038	OBSERVACIÓN POR SOSPECHA DE OTRAS ENFERMEDADES Y AFECCIONES	Canonical
Z03	Z039	OBSERVACIÓN POR SOSPECHA DE ENFERMEDAD O AFECCIÓN NO ESPECIFICADA	Canonical
Z04	Z04	EXAMEN Y OBSERVACIÓN POR OTRAS RAZONES	Canonical
Z04	Z040	PRUEBA DE ALCOHOL O DROGAS EN LA SANGRE	Canonical
Z04	Z041	EXAMEN Y OBSERVACIÓN CONSECUTIVOS A ACCIDENTE DE TRANSPORTE	Canonical
Z04	Z042	EXAMEN Y OBSERVACIÓN CONSECUTIVOS A ACCIDENTE DE TRABAJO	Canonical
Z04	Z043	EXAMEN Y OBSERVACIÓN CONSECUTIVOS A OTRO ACCIDENTE	Canonical
Z04	Z044	EXAMEN Y OBSERVACIÓN CONSECUTIVOS A DENUNCIA DE VIOLACIÓN Y SEDUCCIÓN	Canonical
Z04	Z045	EXAMEN Y OBSERVACIÓN CONSECUTIVOS A OTRA LESIÓN INFLIGIDA	Canonical
Z04	Z046	EXAMEN PSIQUIÁTRICO GENERAL, SOLICITADO POR UNA AUTORIDAD	Canonical
Z04	Z048	EXAMEN Y OBSERVACIÓN POR OTRAS RAZONES ESPECIFICADAS	Canonical
Z04	Z049	EXAMEN Y OBSERVACIÓN POR RAZONES NO ESPECIFICADAS	Canonical
Z08	Z08	EXAMEN DE SEGUIMIENTO CONSECUTIVO AL TRATAMIENTO POR TUMOR MALIGNO	Canonical
Z08	Z080	EXAMEN DE SEGUIMIENTO CONSECUTIVO A CIRUGÍA POR TUMOR MALIGNO	Canonical
Z08	Z081	EXAMEN DE SEGUIMIENTO CONSECUTIVO A RADIOTERAPIA POR TUMOR MALIGNO	Canonical
Z08	Z082	EXAMEN DE SEGUIMIENTO CONSECUTIVO A QUIMIOTERAPIA POR TUMOR MALIGNO	Canonical
Z08	Z087	EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO COMBINADO POR TUMOR MALIGNO	Canonical
Z08	Z088	EXAMEN DE SEGUIMIENTO CONSECUTIVO A OTRO TRATAMIENTO POR TUMOR MALIGNO	Canonical
Z08	Z089	EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO NO ESPECIFICADO POR TUMOR MALIGNO	Canonical
Z09	Z09	EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO POR OTRAS AFECCIONES DIFERENTES A TUMORES MALIGNOS	Canonical
Z09	Z090	EXAMEN DE SEGUIMIENTO CONSECUTIVO A CIRUGÍA POR OTRAS AFECCIONES	Canonical
Z09	Z091	EXAMEN DE SEGUIMIENTO CONSECUTIVO A RADIOTERAPIA POR OTRAS AFECCIONES	Canonical
Z09	Z092	EXAMEN DE SEGUIMIENTO CONSECUTIVO A QUIMIOTERAPIA POR OTRAS AFECCIONES	Canonical
Z09	Z093	EXAMEN DE SEGUIMIENTO CONSECUTIVO A PSICOTERAPIA	Canonical
Z09	Z094	EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO DE FRACTURA	Canonical
Z09	Z097	EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO COMBINADO POR OTRAS AFECCIONES	Canonical
Z09	Z098	EXAMEN DE SEGUIMIENTO CONSECUTIVO A OTRO TRATAMIENTO POR OTRAS AFECCIONES	Canonical
Z09	Z099	EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO NO ESPECIFICADO POR OTRAS AFECCIONES	Canonical
Z10	Z10	CONTROL GENERAL DE SALUD DE RUTINA DE SUBPOBLACIONES DEFINIDAS	Canonical
Z10	Z100	EXAMEN DE SALUD OCUPACIONAL	Canonical
Z10	Z101	CONTROL GENERAL DE SALUD DE RUTINA DE RESIDENTES DE INSTITUCIONES	Canonical
Z10	Z102	CONTROL GENERAL DE SALUD DE RUTINA A MIEMBROS DE LAS FUERZAS ARMADAS	Canonical
Z10	Z103	CONTROL GENERAL DE SALUD DE RUTINA A INTEGRANTES DE EQUIPOS DEPORTIVOS	Canonical
Z10	Z108	OTROS CONTROLES GENERALES DE SALUD DE RUTINA DE OTRAS SUBPOBLACIONES DEFINIDAS	Canonical
Z11	Z11	EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES INFECCIOSAS Y PARASITARIAS	Canonical
Z11	Z110	EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES INFECCIOSAS INTESTINALES	Canonical
Z11	Z111	EXAMEN DE PESQUISA ESPECIAL PARA TUBERCULOSIS RESPIRATORIA	Canonical
Z11	Z112	EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES BACTERIANAS	Canonical
Z11	Z113	EXAMEN DE PESQUISA ESPECIAL PARA INFECCIONES DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL	Canonical
Z11	Z114	EXAMEN DE PESQUISA ESPECIAL PARA EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]	Canonical
Z11	Z115	EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES VIRALES	Canonical
Z11	Z116	EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES DEBIDAS A PROTOZOARIOS Y HELMINTOS	Canonical
Z11	Z118	EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS	Canonical
Z11	Z119	EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES INFECCIOSAS Y PARASITARIAS NO ESPECIFICADAS	Canonical
Z12	Z12	EXAMEN DE PESQUISA ESPECIAL PARA TUMORES	Canonical
Z12	Z120	EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE ESTÓMAGO	Canonical
Z12	Z121	EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DEL INTESTINO	Canonical
Z12	Z122	EXAMEN DE PESQUISA ESPECIAL PARA TUMORES DE ÓRGANOS RESPIRATORIOS	Canonical
Z12	Z123	EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE LA MAMA	Canonical
Z12	Z124	EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DEL CUELLO UTERINO	Canonical
Z12	Z125	EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE LA PRÓSTATA	Canonical
Z12	Z126	EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE LA VEJIGA	Canonical
Z12	Z128	EXAMEN DE PESQUISA ESPECIAL PARA TUMORES DE OTROS SITIOS	Canonical
Z12	Z129	EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE SITIO NO ESPECIFICADO	Canonical
Z13	Z13	EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES Y TRASTORNOS	Canonical
Z13	Z130	EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES DE LA SANGRE Y ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS DEL MECANISMO DE LA INMUNIDAD	Canonical
Z13	Z131	EXAMEN DE PESQUISA ESPECIAL PARA DIABETES MELLITUS	Canonical
Z13	Z132	EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS DE LA NUTRICIÓN	Canonical
Z13	Z133	EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS MENTALES Y DEL COMPORTAMIENTO	Canonical
Z13	Z134	EXAMEN DE PESQUISA ESPECIAL PARA CIERTOS TRASTORNOS DEL DESARROLLO EN EL NIÑO	Canonical
Z13	Z135	EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS DEL OJO Y DEL OÍDO	Canonical
Z13	Z136	EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS CARDIOVASCULARES	Canonical
Z13	Z137	EXAMEN DE PESQUISA ESPECIAL PARA MALFORMACIONES CONGÉNITAS, DEFORMIDADES Y ANOMALÍAS CROMOSÓMICAS	Canonical
Z13	Z138	EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES Y TRASTORNOS ESPECIFICADOS	Canonical
Z13	Z139	EXAMEN DE PESQUISA ESPECIAL, NO ESPECIFICADO	Canonical
Z20	Z20	CONTACTO CON Y EXPOSICIÓN A ENFERMEDADES TRANSMISIBLES	Canonical
Z20	Z200	CONTACTO CON Y EXPOSICIÓN A ENFERMEDADES INFECCIOSAS INTESTINALES	Canonical
Z20	Z201	CONTACTO CON Y EXPOSICIÓN A TUBERCULOSIS	Canonical
Z20	Z202	CONTACTO CON Y EXPOSICIÓN A ENFERMEDADES INFECCIOSAS CON UN MODO DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL	Canonical
Z20	Z203	CONTACTO CON Y EXPOSICIÓN A RABIA	Canonical
Z20	Z204	CONTACTO CON Y EXPOSICIÓN A RUBÉOLA	Canonical
Z20	Z205	CONTACTO CON Y EXPOSICIÓN A HEPATITIS VIRAL	Canonical
Z20	Z206	CONTACTO CON Y EXPOSICIÓN AL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]	Canonical
Z20	Z207	CONTACTO CON Y EXPOSICIÓN A PEDICULOSIS, ACARIASIS Y OTRAS INFESTACIONES	Canonical
Z20	Z208	CONTACTO CON Y EXPOSICIÓN A OTRAS ENFERMEDADES TRANSMISIBLES	Canonical
Z20	Z209	CONTACTO CON Y EXPOSICIÓN A ENFERMEDADES TRANSMISIBLES NO ESPECIFICADAS	Canonical
Z21	Z21X	ESTADO DE INFECCIÓN ASINTOMÁTICA POR EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]	Canonical
Z22	Z22	PORTADOR DE AGENTE DE ENFERMEDAD INFECCIOSA	Canonical
Z22	Z220	PORTADOR DEL AGENTE DE LA FIEBRE TIFOIDEA	Canonical
Z22	Z221	PORTADOR DE AGENTES DE OTRAS ENFERMEDADES INFECCIOSAS INTESTINALES	Canonical
Z22	Z222	PORTADOR DEL AGENTE DE LA DIFTERIA	Canonical
Z22	Z223	PORTADOR DE AGENTES DE OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS	Canonical
Z22	Z224	PORTADOR DE AGENTES DE ENFERMEDADES INFECCIOSAS CON UN MODO DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL	Canonical
Z22	Z225	PORTADOR DE AGENTES DE HEPATITIS VIRAL	Canonical
Z22	Z226	PORTADOR DEL VIRUS HUMANO T-LINFOTRÓPICO TIPO 1 [VHTL-1]	Canonical
Z22	Z228	PORTADOR DE AGENTES DE OTRAS ENFERMEDADES INFECCIOSAS	Canonical
Z22	Z229	PORTADOR DE AGENTE DE ENFERMEDAD INFECCIOSA NO ESPECIFICADA	Canonical
Z23	Z23	NECESIDAD DE INMUNIZACIÓN CONTRA ENFERMEDAD BACTERIANA ÚNICA	Canonical
Z23	Z230	NECESIDAD DE INMUNIZACIÓN SÓLO CONTRA EL CÓLERA	Canonical
Z23	Z231	NECESIDAD DE INMUNIZACIÓN SÓLO CONTRA LA TIFOIDEA-PARATIFOIDEA [TAB]	Canonical
Z23	Z232	NECESIDAD DE INMUNIZACIÓN CONTRA LA TUBERCULOSIS [BCG]	Canonical
Z23	Z233	NECESIDAD DE INMUNIZACIÓN CONTRA LA PESTE	Canonical
Z23	Z234	NECESIDAD DE INMUNIZACIÓN CONTRA LA TULAREMIA	Canonical
Z23	Z235	NECESIDAD DE INMUNIZACIÓN SÓLO CONTRA EL TÉTANOS	Canonical
Z23	Z236	NECESIDAD DE INMUNIZACIÓN SÓLO CONTRA LA DIFTERIA	Canonical
Z23	Z237	NECESIDAD DE INMUNIZACIÓN SÓLO CONTRA LA TOS FERINA	Canonical
Z23	Z238	NECESIDAD DE INMUNIZACIÓN SÓLO CONTRA OTRA ENFERMEDAD BACTERIANA	Canonical
Z24	Z24	NECESIDAD DE INMUNIZACIÓN CONTRA CIERTAS ENFERMEDADES VIRALES	Canonical
Z24	Z240	NECESIDAD DE INMUNIZACIÓN CONTRA LA POLIOMIELITIS	Canonical
Z24	Z241	NECESIDAD DE INMUNIZACIÓN CONTRA LA ENCEFALITIS VIRAL TRANSMITIDA POR ARTRÓPODOS	Canonical
Z24	Z242	NECESIDAD DE INMUNIZACIÓN CONTRA LA RABIA	Canonical
Z24	Z243	NECESIDAD DE INMUNIZACIÓN CONTRA LA FIEBRE AMARILLA	Canonical
Z24	Z244	NECESIDAD DE INMUNIZACIÓN SÓLO CONTRA EL SARAMPIÓN	Canonical
Z24	Z245	NECESIDAD DE INMUNIZACIÓN SÓLO CONTRA LA RUBÉOLA	Canonical
Z24	Z246	NECESIDAD DE INMUNIZACIÓN CONTRA LA HEPATITIS VIRAL	Canonical
Z25	Z25	NECESIDAD DE INMUNIZACIÓN CONTRA OTRAS ENFERMEDADES VIRALES ÚNICAS	Canonical
Z25	Z250	NECESIDAD DE INMUNIZACIÓN SÓLO CONTRA LA PAROTIDITIS	Canonical
Z25	Z251	NECESIDAD DE INMUNIZACIÓN CONTRA LA INFLUENZA [GRIPE]	Canonical
Z25	Z258	NECESIDAD DE INMUNIZACIÓN CONTRA OTRAS ENFERMEDADES VIRALES ÚNICAS ESPECIFICADAS	Canonical
Z26	Z26	NECESIDAD DE INMUNIZACIÓN CONTRA OTRAS ENFERMEDADES INFECCIOSAS ÚNICAS	Canonical
Z26	Z260	NECESIDAD DE INMUNIZACIÓN CONTRA LA LEISHMANIASIS	Canonical
Z26	Z268	NECESIDAD DE INMUNIZACIÓN CONTRA OTRAS ENFERMEDADES INFECCIOSAS ÚNICAS ESPECIFICADAS	Canonical
Z26	Z269	NECESIDAD DE INMUNIZACIÓN CONTRA ENFERMEDAD INFECCIOSA NO ESPECIFICADA	Canonical
Z27	Z27	NECESIDAD DE INMUNIZACIÓN CONTRA COMBINACIONES DE ENFERMEDADES INFECCIOSAS	Canonical
Z27	Z270	NECESIDAD DE INMUNIZACIÓN CONTRA EL CÓLERA Y LA TIFOIDEA-PARATIFOIDEA [CÓLERA + TAB]	Canonical
Z27	Z271	NECESIDAD DE INMUNIZACIÓN CONTRA DIFTERIA-PERTUSSIS-TÉTANOS COMBINADOS [DPT]	Canonical
Z27	Z272	NECESIDAD DE INMUNIZACIÓN CONTRA DIFTERIA-PERTUSSIS-TÉTANOS Y TIFOIDEA-PARATIFOIDEA [DPT + TAB]	Canonical
Z27	Z273	NECESIDAD DE INMUNIZACIÓN CONTRA DIFTERIA-PERTUSSIS-TÉTANOS Y POLIOMIELITIS [DPT + POLIO]	Canonical
Z27	Z274	NECESIDAD DE INMUNIZACIÓN CONTRA SARAMPIÓN-PAROTIDITIS-RUBÉOLA- [SPR] [MMR]	Canonical
Z27	Z278	NECESIDAD DE INMUNIZACIÓN CONTRA OTRAS COMBINACIONES DE ENFERMEDADES INFECCIOSAS	Canonical
Z27	Z279	NECESIDAD DE INMUNIZACIÓN CONTRA COMBINACIONES NO ESPECIFICADAS DE ENFERMEDADES INFECCIOSAS	Canonical
Z28	Z28	INMUNIZACIÓN NO REALIZADA	Canonical
Z28	Z280	INMUNIZACIÓN NO REALIZADA POR CONTRAINDICACIÓN	Canonical
Z28	Z281	INMUNIZACIÓN NO REALIZADA POR DECISIÓN DEL PACIENTE, POR MOTIVOS DE CREENCIA O PRESIÓN DE GRUPO	Canonical
Z28	Z282	INMUNIZACIÓN NO REALIZADA POR DECISIÓN DEL PACIENTE, POR OTRAS RAZONES Y LAS NO ESPECIFICADAS	Canonical
Z28	Z288	INMUNIZACIÓN NO REALIZADA POR OTRAS RAZONES	Canonical
Z28	Z289	INMUNIZACIÓN NO REALIZADA POR RAZÓN NO ESPECIFICADA	Canonical
Z29	Z29	NECESIDAD DE OTRAS MEDIDAS PROFILÁCTICAS	Canonical
Z29	Z290	AISLAMIENTO	Canonical
Z29	Z291	INMUNOTERAPIA PROFILÁCTICA	Canonical
Z29	Z292	OTRA QUIMIOTERAPIA PROFILÁCTICA	Canonical
Z29	Z298	OTRAS MEDIDAS PROFILÁCTICAS ESPECIFICADAS	Canonical
Z29	Z299	MEDIDA PROFILÁCTICA NO ESPECIFICADA	Canonical
Z30	Z30	ATENCIÓN PARA LA ANTICONCEPCIÓN	Canonical
Z30	Z300	CONSEJO Y ASESORAMIENTO GENERAL SOBRE LA ANTICONCEPCIÓN	Canonical
Z30	Z301	INSERCIÓN DE DISPOSITIVO ANTICONCEPTIVO (INTRAUTERINO)	Canonical
Z30	Z302	ESTERILIZACIÓN	Canonical
Z30	Z303	EXTRACCIÓN MENSTRUAL	Canonical
Z30	Z304	SUPERVISIÓN DEL USO DE DROGAS ANTICONCEPTIVAS	Canonical
