category	subcategory	disease	term
X70	X708	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACIÓN, OTRO LUGAR ESPECIFICADO	Canonical
X70	X709	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACIÓN, LUGAR NO ESPECIFICADO	Canonical
X71	X71	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSIÓN	Canonical
X71	X710	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO, Y SUMERSIÓN, VIVIENDA	Canonical
X71	X711	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO, Y SUMERSIÓN, INSTITUCIÓN RESIDENCIAL	Canonical
X71	X712	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO, Y SUMERSIÓN, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X71	X713	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO, Y SUMERSIÓN, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X71	X714	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO, Y SUMERSIÓN, CALLES Y CARRETERAS	Canonical
X71	X715	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO, Y SUMERSIÓN, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X71	X716	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSIÓN, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X71	X717	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSIÓN, GRANJA	Canonical
X71	X718	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSIÓN, OTRO LUGAR ESPECIFICADO	Canonical
X71	X719	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSIÓN, LUGAR NO ESPECIFICADO	Canonical
X72	X72	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA	Canonical
X72	X720	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, VIVIENDA	Canonical
X72	X721	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, INSTITUCIÓN RESIDENCIAL	Canonical
X72	X722	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X72	X723	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X72	X724	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, CALLES Y CARRETERAS	Canonical
X72	X725	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X72	X726	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X72	X727	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, GRANJA	Canonical
X72	X728	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, OTRO LUGAR ESPECIFICADO	Canonical
X72	X729	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA, LUGAR NO ESPECIFICADO	Canonical
X73	X73	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA	Canonical
X73	X730	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, VIVIENDA	Canonical
X73	X731	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, INSTITUCIÓN RESIDENCIAL	Canonical
X73	X732	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X73	X733	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X73	X734	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, CALLES Y CARRETERAS	Canonical
X73	X735	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X73	X736	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X73	X737	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, GRANJA	Canonical
X73	X738	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, OTRO LUGAR ESPECIFICADO	Canonical
X73	X739	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, LUGAR NO ESPECIFICADO	Canonical
X74	X74	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS	Canonical
X74	X740	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, VIVIENDA	Canonical
X74	X741	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, INSTITUCIÓN RESIDENCIAL	Canonical
X74	X742	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X74	X743	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X74	X744	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, CALLES Y CARRETERAS	Canonical
X74	X745	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X74	X746	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X74	X747	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, GRANJA	Canonical
X74	X748	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, OTRO LUGAR ESPECIFICADO	Canonical
X74	X749	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, LUGAR NO ESPECIFICADO	Canonical
X75	X75	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO	Canonical
X75	X750	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, VIVIENDA	Canonical
X75	X751	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, INSTITUCIÓN RESIDENCIAL	Canonical
X75	X752	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X75	X753	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X75	X754	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, CALLES Y CARRETERAS	Canonical
X75	X755	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X75	X756	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X75	X757	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, GRANJA	Canonical
X75	X758	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, OTRO LUGAR ESPECIFICADO	Canonical
X75	X759	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO, LUGAR NO ESPECIFICADO	Canonical
X76	X76	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS	Canonical
X76	X760	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, VIVIENDA	Canonical
X76	X761	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, INSTITUCIÓN RESIDENCIAL	Canonical
X76	X762	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X76	X763	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X76	X764	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, CALLES Y CARRETERAS	Canonical
X76	X765	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X76	X766	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X76	X767	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, GRANJA	Canonical
X76	X768	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, OTRO LUGAR ESPECIFICADO	Canonical
X76	X769	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS, LUGAR NO ESPECIFICADO	Canonical
X77	X77	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES	Canonical
X77	X770	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, VIVIENDA	Canonical
X77	X771	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, INSTITUCIÓN RESIDENCIAL	Canonical
X77	X772	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X77	X773	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X77	X774	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, CALLES Y CARRETERAS	Canonical
X77	X775	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X77	X776	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X77	X777	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, GRANJA	Canonical
X77	X778	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, OTRO LUGAR ESPECIFICADO	Canonical
X77	X779	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, LUGAR NO ESPECIFICADO	Canonical
X78	X78	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE	Canonical
X78	X780	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, VIVIENDA	Canonical
X78	X781	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, INSTITUCIÓN RESIDENCIAL	Canonical
X78	X782	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X78	X783	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X78	X784	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, CALLES Y CARRETERAS	Canonical
X78	X785	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X78	X786	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X78	X787	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, GRANJA	Canonical
X78	X788	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, OTRO LUGAR ESPECIFICADO	Canonical
X78	X789	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, LUGAR NO ESPECIFICADO	Canonical
X79	X79	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO	Canonical
X79	X790	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, VIVIENDA	Canonical
X79	X791	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, INSTITUCIÓN RESIDENCIAL	Canonical
X79	X792	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X79	X793	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X79	X794	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, CALLES Y CARRETERAS	Canonical
X79	X795	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X79	X796	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X79	X797	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, GRANJA	Canonical
X79	X798	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, OTRO LUGAR ESPECIFICADO	Canonical
X79	X799	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, LUGAR NO ESPECIFICADO	Canonical
X80	X80	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO	Canonical
X80	X80	caída intencional de un nivel a otro	Inclusion
X80	X800	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, VIVIENDA	Canonical
X80	X801	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, INSTITUCIÓN RESIDENCIAL	Canonical
X80	X802	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X80	X803	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X80	X804	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, CALLES Y CARRETERAS	Canonical
X80	X805	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X80	X806	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X80	X807	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, GRANJA	Canonical
X80	X808	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, OTRO LUGAR ESPECIFICADO	Canonical
X80	X809	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, LUGAR NO ESPECIFICADO	Canonical
X81	X81	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO	Canonical
X81	X810	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, VIVIENDA	Canonical
X81	X811	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, INSTITUCIÓN RESIDENCIAL	Canonical
X81	X812	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X81	X813	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X81	X814	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, CALLES Y CARRETERAS	Canonical
X81	X815	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X81	X816	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X81	X817	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, GRANJA	Canonical
X81	X818	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, OTRO LUGAR ESPECIFICADO	Canonical
X81	X819	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, LUGAR NO ESPECIFICADO	Canonical
X82	X82	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR COLISIÓN DE VEHÍCULO DE MOTOR	Canonical
X82	X82	colisión intencional con tranvía	Inclusion
X82	X82	colisión intencional con tren	Inclusion
X82	X82	colisión intencional con vehículo de motor	Inclusion
X82	X820	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR COLISIÓN DE VEHÍCULO DE MOTOR, VIVIENDA	Canonical
X82	X821	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR COLISIÓN DE VEHÍCULO DE MOTOR, INSTITUCIÓN RESIDENCIAL	Canonical
X82	X822	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR COLISIÓN DE VEHÍCULO DE MOTOR, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X82	X823	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR COLISIÓN DE VEHÍCULO DE MOTOR, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X82	X824	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR COLISIÓN DE VEHÍCULO DE MOTOR, CALLES Y CARRETERAS	Canonical
X82	X825	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR COLISIÓN DE VEHÍCULO DE MOTOR, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X82	X826	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR COLISIÓN DE VEHÍCULO DE MOTOR, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X82	X827	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR COLISIÓN DE VEHÍCULO DE MOTOR, GRANJA	Canonical
X82	X828	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR COLISIÓN DE VEHÍCULO DE MOTOR, OTRO LUGAR ESPECIFICADO	Canonical
X82	X829	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR COLISIÓN DE VEHÍCULO DE MOTOR, LUGAR NO ESPECIFICADO	Canonical
X83	X83	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS	Canonical
X83	X83	lesión autoinfligida intencionalmente por colisión de aeronave	Inclusion
X83	X83	lesión autoinfligida intencionalmente por electrocución	Inclusion
X83	X83	lesión autoinfligida intencionalmente por sustancias cáusticas, excepto envenenamiento	Inclusion
X83	X830	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, VIVIENDA	Canonical
X83	X831	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, INSTITUCIÓN RESIDENCIAL	Canonical
X83	X832	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X83	X833	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X83	X834	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, CALLES Y CARRETERAS	Canonical
X83	X835	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X83	X836	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X83	X837	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, GRANJA	Canonical
X83	X838	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, OTRO LUGAR ESPECIFICADO	Canonical
X83	X839	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, LUGAR NO ESPECIFICADO	Canonical
X84	X84	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS	Canonical
X84	X840	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, VIVIENDA	Canonical
X84	X841	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, INSTITUCIÓN RESIDENCIAL	Canonical
X84	X842	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS	Canonical
X84	X843	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, ÁREAS DE DEPORTE Y ATLETISMO	Canonical
X84	X844	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, CALLES Y CARRETERAS	Canonical
X84	X845	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, COMERCIO Y ÁREA DE SERVICIOS	Canonical
X84	X846	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN	Canonical
X84	X847	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, GRANJA	Canonical
X84	X848	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, OTRO LUGAR ESPECIFICADO	Canonical
X84	X849	LESIÓN AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, LUGAR NO ESPECIFICADO	Canonical
X85	X85	AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS	Canonical
X85	X85	envenenamiento homicida por (cualquier) droga	Inclusion
X85	X85	envenenamiento homicida por (cualquier) medicamento	Inclusion
X85	X85	envenenamiento homicida por (cualquier) sustancia biológica	Inclusion
X85	X850	AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, VIVIENDA	Canonical
X85	X851	AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, INSTITUCIÓN RESIDENCIAL	Canonical
